"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200638208-00","긴급","금모래초 교사동 내진보강(구조) 설계용역 소액수의 견적제출 공고","경기도교육청 경기도시흥교육지원청","경기도교육청 경기도시흥교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/28 20:56(2020/07/02 10:00)"
"용역","20200638559-00","일반","분뇨처리시설 권역조정 및 운영개선을 위한 기본계획 수립 용역","서울특별시","서울특별시","일반(총액)협상에의한계약","2020/06/28 18:40(2020/07/10 18:00)"
"용역","20200638541-00","일반","성불산자연휴양림급수공사폐기물처리용역","충청북도 괴산군 수도사업소","충청북도 괴산군 수도사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/28 17:31(2020/07/02 14:00)"
"용역","20200638527-00","일반","2020년 입장면 호당리 배수관 매설공사 실시간 GIS DB구축 용역","충청남도 천안시 맑은물사업소","충청남도 천안시 맑은물사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/28 17:04(2020/07/02 14:00)"
"용역","20200624082-01","변경","2020 삼척 동해왕이사부축제 행사대행용역","강원도 삼척시","강원도 삼척시","일반(총액)협상에의한계약","2020/06/28 16:31(2020/07/01 10:00)"
"용역","20200638514-00","일반","2020년 사유림 산림경영계획 작성 용역 시행","강원도 춘천시 농업기술센터","강원도 춘천시 농업기술센터","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/28 16:27(2020/07/01 10:00)"
"용역","20200638481-00","일반","청광농어촌마을 하수도설치사업 GIS DB 구축용역","경상남도 고성군","경상남도 고성군","제한경쟁","2020/06/28 14:41(2020/07/06 10:00)"
"용역","20200638472-00","일반","청광농어촌마을 하수도설치사업 CCTV 및 수밀시험 조사용역","경상남도 고성군","경상남도 고성군","제한경쟁","2020/06/28 14:33(2020/07/06 10:00)"
"용역","20200638447-00","일반","청주시 영운동 도시재생뉴딜사업 주민역량강화 용역(협상에 의한 계약)","충청북도 청주시","충청북도 청주시","제한(총액)협상에의한계약","2020/06/28 12:38(-)"
"용역","20200638440-01","변경","모항4리(어은돌)하수관거 정비사업(배수설비)폐기물처리용역","충청남도 태안군 상하수도센터","충청남도 태안군 상하수도센터","수의(총액)소액수의","2020/06/28 11:41(2020/07/03 14:00)"
"용역","20200638441-00","긴급","2020년 영흥면 수상안전요원 배치 용역","인천광역시 옹진군 영흥면","인천광역시 옹진군 영흥면","제한(총액)","2020/06/28 11:38(2020/07/03 14:00)"
"용역","20200637336-00","일반","2020년 셋째아 이상 신생아 건강보험 가입 용역","경기도 김포시 보건소","경기도 김포시 보건소","일반(총액)","2020/06/28 11:16(2020/07/07 10:00)"
"용역","20200638426-00","일반","2020우리동네 예술휴양지「금정하와이」 물놀이장 설치 및 운영 용역","재단법인 금정문화재단","재단법인 금정문화재단","제한(총액)협상에의한계약","2020/06/28 09:55(2020/07/08 17:00)"
"용역","20200637039-01","취소","고운경로당 외 4개소 지반조사용역","부산광역시 부산진구","부산광역시 부산진구","수의(총액)소액수의","2020/06/28 09:07(2020/07/01 12:00)"
